Siolim Navtara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BillWise_Sales(2025.03.01--2025.03.31),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generated On : 2025-04-16 01:09:58 pm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deployment,Bill No.,Advance Number,Order Id,Bill Date,Bill Open Time,Print Time,Close Time,Tab Name,Table No.,Covers,Sales,Discount,Net Sales,Gross Bill Amount,Packaging Charge [CART - SWIGGY],CGST,SGST,BEVERAGE,FOOD,CGST_Ecom@2.5%,SGST_Ecom@2.5%,NA,Total Service Charge,Round Off,Cash,Credit Card,Debit Card,Coupon,BTC,TTR,Smart Card,Swiggy,Total Tip,Offer Code,
Siolim Navtara,24-25/T1-169667,-,199774618245963,2025-03-01,10:27:52 AM,10:51:44 AM,12:23:33 PM,SWIGGY,NA,-,305.00,74.99,230.01,241.60,10.00,0.25,0.25,88.99,141.02,0.55,0.55,0,0.00,0.40,0,0,0,0,0,0,0,242.00,0,-,
Siolim Navtara,24-25/T1-169670,-,199775046323191,2025-03-01,10:34:52 AM,10:57:16 AM,12:23:39 PM,SWIGGY,NA,-,358.00,59.99,298.00,308.50,10.00,0.25,0.25,0,298.01,0,0,0,0.00,0.50,0,0,0,0,0,0,0,309.00,0,-,
Siolim Navtara,24-25/T1-169672,-,199776060920085,2025-03-01,10:51:53 AM,11:14:06 AM,12:23:45 PM,SWIGGY,NA,-,228.00,59.99,168.00,178.50,10.00,0.25,0.25,0,168.01,0,0,0,0.00,0.50,0,0,0,0,0,0,0,179.00,0,-,
Siolim Navtara,24-25/T1-169675,-,199777120916642,2025-03-01,11:09:53 AM,11:25:19 AM,12:23:51 PM,SWIGGY,NA,-,248.00,59.99,188.00,198.50,10.00,0.25,0.25,0,188.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,199.00,0,-,
Siolim Navtara,24-25/T1-169676,-,199777201396920,2025-03-01,11:10:53 AM,11:34:02 AM,12:24:16 PM,SWIGGY,NA,-,387.00,75.00,312.00,322.50,10.00,0.25,0.25,104.00,208.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,323.00,0,-,
Siolim Navtara,24-25/T1-169678,-,199777712542501,2025-03-01,11:19:53 AM,11:31:18 AM,12:24:21 PM,SWIGGY,NA,-,476.00,100.00,376.00,391.61,10.00,0.25,0.25,101.90,274.10,2.55,2.55,0,0.00,0.39,0,0,0,0,0,0,0,392.00,0,-,
Siolim Navtara,24-25/T1-169680,-,199778121248089,2025-03-01,11:25:53 AM,11:39:47 AM,12:24:28 PM,SWIGGY,NA,-,535.00,0.00,535.00,545.50,10.00,0.25,0.25,258.00,277.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,546.00,0,-,
Siolim Navtara,24-25/T1-169682,-,199778257431745,2025-03-01,11:27:54 AM,11:46:23 AM,12:24:35 PM,SWIGGY,NA,-,207.00,59.99,147.00,157.50,10.00,0.25,0.25,0,147.01,0,0,0,0.00,0.50,0,0,0,0,0,0,0,158.00,0,-,
Siolim Navtara,24-25/T1-169688,-,199779745706318,2025-03-01,11:52:54 AM,12:01:10 PM,12:24:41 PM,SWIGGY,NA,-,296.00,59.99,236.01,246.51,10.00,0.25,0.25,78.14,157.87,0,0,0,0.00,0.49,0,0,0,0,0,0,0,247.00,0,-,
Siolim Navtara,24-25/T1-169690,-,199780279299228,2025-03-01,12:01:54 PM,12:23:19 PM,12:42:43 PM,SWIGGY,NA,-,348.00,59.99,288.00,298.50,10.00,0.25,0.25,0,288.01,0,0,0,0.00,0.50,0,0,0,0,0,0,0,299.00,0,-,
Siolim Navtara,24-25/T1-169694,-,199781385738284,2025-03-01,12:19:54 PM,12:30:23 PM,12:37:12 PM,SWIGGY,NA,-,207.00,59.99,147.01,157.51,10.00,0.25,0.25,0,147.01,0,0,0,0.00,0.49,0,0,0,0,0,0,0,158.00,0,-,
