Margao Navtara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BillWise_Sales(2025.03.01--2025.03.31),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generated On : 2025-04-16 01:09:36 pm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deployment,Bill No.,Advance Number,Order Id,Bill Date,Bill Open Time,Print Time,Close Time,Tab Name,Table No.,Covers,Sales,Discount,Net Sales,Gross Bill Amount,Packaging Charge [CART - SWIGGY],CGST,SGST,BEVERAGE,FOOD,CGST_Ecom@2.5%,SGST_Ecom@2.5%,NA,Total Service Charge,Round Off,Cash,Credit Card,Debit Card,Coupon,BTC,TTR,Smart Card,Swiggy,PhonePe -Offline,Total Tip,Offer Code,
Margao Navtara,24-25/T1-162456,-,202048005955431,2025-03-27,05:57:46 PM,06:10:23 PM,07:28:51 PM,SWIGGY,NA,-,196.00,58.80,137.20,147.70,10.00,0.25,0.25,0,137.20,0,0,0,0.00,0.30,0,0,0,0,0,0,0,148.00,0,0,-,
Margao Navtara,24-25/T1-162458,-,202048440575300,2025-03-27,06:04:46 PM,06:19:27 PM,07:29:03 PM,SWIGGY,NA,-,228.00,59.99,168.00,178.50,10.00,0.25,0.25,0,168.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,179.00,0,0,-,
Margao Navtara,24-25/T1-162461,-,202049389965362,2025-03-27,06:20:46 PM,06:31:45 PM,07:29:23 PM,SWIGGY,NA,-,187.00,56.10,130.90,145.92,10.00,0.25,0.25,40.60,90.30,2.26,2.26,0,0.00,0.08,0,0,0,0,0,0,0,146.00,0,0,-,
Margao Navtara,24-25/T1-162462,-,202049730856457,2025-03-27,06:25:46 PM,06:35:54 PM,07:29:13 PM,SWIGGY,NA,-,238.00,59.99,178.00,188.50,10.00,0.25,0.25,0,178.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,189.00,0,0,-,
Margao Navtara,24-25/T1-162469,-,202051149536518,2025-03-27,06:49:47 PM,07:02:28 PM,07:56:08 PM,SWIGGY,NA,-,208.00,60.00,148.00,158.50,10.00,0.25,0.25,0,148.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,159.00,0,0,-,
Margao Navtara,24-25/T1-162470,-,202051374376740,2025-03-27,06:53:47 PM,07:02:04 PM,07:56:13 PM,SWIGGY,NA,-,78.00,0.00,78.00,88.50,10.00,0.25,0.25,0,78.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,89.00,0,0,-,
Margao Navtara,24-25/T1-162471,-,202051766325389,2025-03-27,07:00:47 PM,07:30:50 PM,07:56:20 PM,SWIGGY,NA,-,318.00,75.00,243.00,253.50,10.00,0.25,0.25,0,243.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,254.00,0,0,-,
Margao Navtara,24-25/T1-162473,-,202052234036779,2025-03-27,07:07:48 PM,07:34:31 PM,07:56:25 PM,SWIGGY,NA,-,387.00,75.00,312.00,322.50,10.00,0.25,0.25,0,312.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,323.00,0,0,-,
Margao Navtara,24-25/T1-162476,-,202053244555352,2025-03-27,07:24:48 PM,07:49:32 PM,09:41:54 PM,SWIGGY,NA,-,267.00,59.99,207.00,217.50,10.00,0.25,0.25,0,207.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,218.00,0,0,-,
Margao Navtara,24-25/T1-162479,-,202053392001570,2025-03-27,07:27:48 PM,07:50:31 PM,09:42:00 PM,SWIGGY,NA,-,204.00,0.00,204.00,214.50,10.00,0.25,0.25,0,204.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,215.00,0,0,-,
Margao Navtara,24-25/T1-162480,-,202053525927164,2025-03-27,07:29:49 PM,07:59:26 PM,09:42:05 PM,SWIGGY,NA,-,307.00,75.00,232.00,242.50,10.00,0.25,0.25,0,232.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,243.00,0,0,-,
Margao Navtara,24-25/T1-162483,-,202054042894135,2025-03-27,07:37:49 PM,08:01:38 PM,09:42:10 PM,SWIGGY,NA,-,392.00,75.00,317.00,327.50,10.00,0.25,0.25,0,317.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,328.00,0,0,-,
Margao Navtara,24-25/T1-162484,-,202054289179044,2025-03-27,07:41:49 PM,07:55:09 PM,08:19:17 PM,SWIGGY,NA,-,309.00,75.00,234.00,244.50,10.00,0.25,0.25,0,234.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,245.00,0,0,-,
Margao Navtara,24-25/T1-162488,-,202055424428888,2025-03-27,08:00:50 PM,08:13:21 PM,09:42:15 PM,SWIGGY,NA,-,229.00,75.57,153.43,163.93,10.00,0.25,0.25,0,153.43,0,0,0,0.00,0.07,0,0,0,0,0,0,0,164.00,0,0,-,
Margao Navtara,24-25/T1-162491,-,202055544719833,2025-03-27,08:02:51 PM,08:14:33 PM,09:42:20 PM,SWIGGY,NA,-,229.00,60.00,169.00,179.50,10.00,0.25,0.25,0,169.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,180.00,0,0,-,
Margao Navtara,24-25/T1-162492,-,202055562528577,2025-03-27,08:03:51 PM,08:14:41 PM,09:42:27 PM,SWIGGY,NA,-,309.00,75.00,234.00,244.50,10.00,0.25,0.25,0,234.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,245.00,0,0,-,
Margao Navtara,24-25/T1-162493,-,202055646983701,2025-03-27,08:04:50 PM,08:26:55 PM,08:43:39 PM,SWIGGY,NA,-,278.00,78.00,200.00,210.50,10.00,0.25,0.25,0,200.01,0,0,0,0.00,0.50,0,0,0,0,0,0,0,211.00,0,0,-,
Margao Navtara,24-25/T1-162494,-,202055643543168,2025-03-27,08:04:51 PM,08:21:49 PM,08:43:26 PM,SWIGGY,NA,-,259.00,78.00,181.00,191.50,10.00,0.25,0.25,0,181.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,192.00,0,0,-,
Margao Navtara,24-25/T1-162495,-,202055838698816,2025-03-27,08:07:50 PM,08:21:03 PM,08:43:12 PM,SWIGGY,NA,-,468.00,87.50,380.50,391.00,10.00,0.25,0.25,0,380.51,0,0,0,0.00,-0.00,0,0,0,0,0,0,0,391.00,0,0,-,
Margao Navtara,24-25/T1-162500,-,202056493733420,2025-03-27,08:18:52 PM,08:25:35 PM,08:43:04 PM,SWIGGY,NA,-,196.00,58.80,137.20,147.70,10.00,0.25,0.25,0,137.20,0,0,0,0.00,0.30,0,0,0,0,0,0,0,148.00,0,0,-,
Margao Navtara,24-25/T1-162501,-,202056594727260,2025-03-27,08:20:54 PM,08:33:46 PM,09:42:31 PM,SWIGGY,NA,-,248.00,78.00,170.00,180.50,10.00,0.25,0.25,0,170.01,0,0,0,0.00,0.50,0,0,0,0,0,0,0,181.00,0,0,-,
Margao Navtara,24-25/T1-162502,-,202056666803480,2025-03-27,08:21:52 PM,08:33:35 PM,09:42:37 PM,SWIGGY,NA,-,229.00,75.57,153.43,163.93,10.00,0.25,0.25,0,153.43,0,0,0,0.00,0.07,0,0,0,0,0,0,0,164.00,0,0,-,
Margao Navtara,24-25/T1-162509,-,202057979859331,2025-03-27,08:44:07 PM,09:10:32 PM,09:42:48 PM,SWIGGY,NA,-,239.00,78.00,161.00,171.50,10.00,0.25,0.25,0,161.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,172.00,0,0,-,
Margao Navtara,24-25/T1-162511,-,202058181824830,2025-03-27,08:47:09 PM,08:58:29 PM,09:42:53 PM,SWIGGY,NA,-,259.00,78.00,181.00,191.50,10.00,0.25,0.25,0,181.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,192.00,0,0,-,
Margao Navtara,24-25/T1-162515,-,202058875492668,2025-03-27,08:59:08 PM,09:10:44 PM,09:43:00 PM,SWIGGY,NA,-,218.00,71.94,146.06,156.56,10.00,0.25,0.25,0,146.06,0,0,0,0.00,0.44,0,0,0,0,0,0,0,157.00,0,0,-,
Margao Navtara,24-25/T1-162516,-,202058946033321,2025-03-27,09:00:08 PM,09:18:44 PM,09:43:06 PM,SWIGGY,NA,-,248.00,78.00,170.00,180.50,10.00,0.25,0.25,0,170.01,0,0,0,0.00,0.50,0,0,0,0,0,0,0,181.00,0,0,-,
Margao Navtara,24-25/T1-162517,-,202059513624595,2025-03-27,09:09:09 PM,09:23:18 PM,09:43:13 PM,SWIGGY,NA,-,278.00,78.00,200.00,210.50,10.00,0.25,0.25,0,200.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,211.00,0,0,-,
Margao Navtara,24-25/T1-162518,-,202059646999489,2025-03-27,09:12:08 PM,09:18:10 PM,09:53:13 PM,SWIGGY,NA,-,219.00,72.27,146.73,157.23,10.00,0.25,0.25,0,146.73,0,0,0,0.00,-0.23,0,0,0,0,0,0,0,157.00,0,0,-,
Margao Navtara,24-25/T1-162520,-,202059950444701,2025-03-27,09:16:08 PM,09:23:34 PM,09:53:25 PM,SWIGGY,NA,-,239.00,60.00,179.00,189.50,10.00,0.25,0.25,0,179.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,190.00,0,0,-,
Margao Navtara,24-25/T1-162522,-,202060741594731,2025-03-27,09:29:10 PM,09:49:07 PM,10:49:11 PM,SWIGGY,NA,-,388.00,75.00,313.00,323.50,10.00,0.25,0.25,0,313.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,324.00,0,0,-,
Margao Navtara,24-25/T1-162524,-,202061109452272,2025-03-27,09:36:10 PM,09:49:42 PM,10:49:28 PM,SWIGGY,NA,-,1252.00,156.50,1095.50,1106.00,10.00,0.25,0.25,0,868.86,0,0,226.62,0.00,0.00,0,0,0,0,0,0,0,1106.00,0,0,-,
Margao Navtara,24-25/T1-162525,-,202061843284171,2025-03-27,09:48:10 PM,10:06:39 PM,10:49:32 PM,SWIGGY,NA,-,198.00,65.33,132.67,143.17,10.00,0.25,0.25,39.53,93.13,0,0,0,0.00,-0.17,0,0,0,0,0,0,0,143.00,0,0,-,
Margao Navtara,24-25/T1-162526,-,202062128383903,2025-03-27,09:52:11 PM,10:05:01 PM,10:49:36 PM,SWIGGY,NA,-,765.00,95.63,669.38,679.88,10.00,0.25,0.25,0,669.36,0,0,0,0.00,0.13,0,0,0,0,0,0,0,680.00,0,0,-,
Margao Navtara,24-25/T1-162530,-,202063011176776,2025-03-27,10:07:11 PM,10:23:04 PM,10:49:43 PM,SWIGGY,NA,-,297.00,78.00,219.00,229.50,10.00,0.25,0.25,0,219.01,0,0,0,0.00,0.50,0,0,0,0,0,0,0,230.00,0,0,-,
Margao Navtara,24-25/T1-162535,-,202095664843263,2025-03-28,07:12:21 AM,07:37:36 AM,07:53:31 AM,SWIGGY,NA,-,396.00,75.00,321.00,331.50,10.00,0.25,0.25,0,321.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,332.00,0,0,-,
Margao Navtara,24-25/T1-162539,-,202096608746297,2025-03-28,07:27:21 AM,07:36:56 AM,07:53:35 AM,SWIGGY,NA,-,194.00,58.20,135.80,146.30,10.00,0.25,0.25,0,135.80,0,0,0,0.00,-0.30,0,0,0,0,0,0,0,146.00,0,0,-,
Margao Navtara,24-25/T1-162540,-,202096775546104,2025-03-28,07:30:21 AM,07:41:08 AM,07:53:39 AM,SWIGGY,NA,-,238.00,0.00,238.00,254.95,10.00,0.25,0.25,0,238.00,3.23,3.23,0,0.00,0.05,0,0,0,0,0,0,0,255.00,0,0,-,
Margao Navtara,24-25/T1-162544,-,202098303622112,2025-03-28,07:55:22 AM,08:06:00 AM,08:43:23 AM,SWIGGY,NA,-,344.00,74.99,269.01,279.51,10.00,0.25,0.25,0,269.02,0,0,0,0.00,0.49,0,0,0,0,0,0,0,280.00,0,0,-,
Margao Navtara,24-25/T1-162547,-,202098790710396,2025-03-28,08:03:22 AM,08:31:53 AM,09:00:38 AM,SWIGGY,NA,-,760.00,95.00,665.00,676.77,10.00,0.25,0.25,0,664.97,0.64,0.64,0,0.00,0.23,0,0,0,0,0,0,0,677.00,0,0,-,
Margao Navtara,24-25/T1-162548,-,202098740081305,2025-03-28,08:03:23 AM,08:29:01 AM,09:00:27 AM,SWIGGY,NA,-,206.00,59.99,146.00,156.50,10.00,0.25,0.25,34.73,111.28,0,0,0,0.00,0.50,0,0,0,0,0,0,0,157.00,0,0,-,
Margao Navtara,24-25/T1-162551,-,202100351400756,2025-03-28,08:29:26 AM,08:43:08 AM,09:00:09 AM,SWIGGY,NA,-,119.00,0.00,119.00,129.50,10.00,0.25,0.25,0,119.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,130.00,0,0,-,
Margao Navtara,24-25/T1-162556,-,202101660146904,2025-03-28,08:51:28 AM,09:17:58 AM,09:36:36 AM,SWIGGY,NA,-,268.00,59.99,208.00,218.50,10.00,0.25,0.25,0,208.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,219.00,0,0,-,
Margao Navtara,24-25/T1-162557,-,202101868356045,2025-03-28,08:55:27 AM,09:27:45 AM,09:43:04 AM,SWIGGY,NA,-,217.00,59.99,157.00,167.50,10.00,0.25,0.25,0,157.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,168.00,0,0,-,
Margao Navtara,24-25/T1-162572,-,202106235060087,2025-03-28,10:07:29 AM,10:15:56 AM,12:28:54 PM,SWIGGY,NA,-,129.00,0.00,129.00,145.95,10.00,0.25,0.25,0,129.00,3.23,3.23,0,0.00,0.05,0,0,0,0,0,0,0,146.00,0,0,-,
Margao Navtara,24-25/T1-162574,-,202106446525374,2025-03-28,10:11:29 AM,10:35:50 AM,12:28:58 PM,SWIGGY,NA,-,237.00,59.99,177.00,187.50,10.00,0.25,0.25,96.34,80.66,0,0,0,0.00,0.50,0,0,0,0,0,0,0,188.00,0,0,-,
Margao Navtara,24-25/T1-162576,-,202107273474503,2025-03-28,10:25:30 AM,10:44:09 AM,12:29:07 PM,SWIGGY,NA,-,186.00,55.80,130.20,140.70,10.00,0.25,0.25,20.30,109.90,0,0,0,0.00,0.30,0,0,0,0,0,0,0,141.00,0,0,-,
Margao Navtara,24-25/T1-162577,-,202107491478686,2025-03-28,10:28:29 AM,10:44:00 AM,12:29:03 PM,SWIGGY,NA,-,138.00,0.00,138.00,149.95,10.00,0.25,0.25,0,138.00,0.72,0.72,0,0.00,0.05,0,0,0,0,0,0,0,150.00,0,0,-,
Margao Navtara,24-25/T1-162581,-,202108274928714,2025-03-28,10:41:29 AM,11:00:50 AM,12:29:24 PM,SWIGGY,NA,-,276.00,59.99,216.01,226.51,10.00,0.25,0.25,61.05,154.96,0,0,0,0.00,0.49,0,0,0,0,0,0,0,227.00,0,0,-,
Margao Navtara,24-25/T1-162585,-,202109072259530,2025-03-28,10:55:30 AM,11:09:20 AM,12:29:12 PM,SWIGGY,NA,-,225.00,59.99,165.00,179.75,10.00,0.25,0.25,0,165.01,2.13,2.13,0,0.00,0.25,0,0,0,0,0,0,0,180.00,0,0,-,
Margao Navtara,24-25/T1-162597,-,202113046538224,2025-03-28,12:01:33 PM,12:07:52 PM,12:29:33 PM,SWIGGY,NA,-,59.00,0.00,59.00,69.50,10.00,0.25,0.25,0,59.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,70.00,0,0,-,
Margao Navtara,24-25/T1-162598,-,202113156249765,2025-03-28,12:02:33 PM,12:25:02 PM,12:52:47 PM,SWIGGY,NA,-,229.00,60.00,169.00,179.50,10.00,0.25,0.25,0,169.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,180.00,0,0,-,
Margao Navtara,24-25/T1-162600,-,202113439684922,2025-03-28,12:07:33 PM,12:24:21 PM,12:52:42 PM,SWIGGY,NA,-,239.00,60.00,179.00,189.50,10.00,0.25,0.25,0,179.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,190.00,0,0,-,
Margao Navtara,24-25/T1-162601,-,202113550925756,2025-03-28,12:09:34 PM,12:24:40 PM,12:52:34 PM,SWIGGY,NA,-,229.00,60.00,169.00,179.50,10.00,0.25,0.25,0,169.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,180.00,0,0,-,
Margao Navtara,24-25/T1-162607,-,202113984567232,2025-03-28,12:16:58 PM,12:42:34 PM,01:43:13 PM,SWIGGY,NA,-,239.00,60.00,179.00,189.50,10.00,0.25,0.25,0,179.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,190.00,0,0,-,
Margao Navtara,24-25/T1-162609,-,202114140662490,2025-03-28,12:19:58 PM,12:40:23 PM,01:43:17 PM,SWIGGY,NA,-,187.00,56.10,130.90,141.40,10.00,0.25,0.25,0,130.90,0,0,0,0.00,-0.40,0,0,0,0,0,0,0,141.00,0,0,-,
Margao Navtara,24-25/T1-162613,-,202114642088058,2025-03-28,12:27:46 PM,12:52:07 PM,01:43:31 PM,SWIGGY,NA,-,811.00,101.38,709.63,720.13,10.00,0.25,0.25,0,709.61,0,0,0,0.00,-0.13,0,0,0,0,0,0,0,720.00,0,0,-,
Margao Navtara,24-25/T1-162614,-,202114822986474,2025-03-28,12:30:46 PM,12:40:50 PM,01:43:25 PM,SWIGGY,NA,-,187.00,56.10,130.90,141.40,10.00,0.25,0.25,20.30,110.60,0,0,0,0.00,-0.40,0,0,0,0,0,0,0,141.00,0,0,-,
Margao Navtara,24-25/T1-162619,-,202116151116043,2025-03-28,12:52:46 PM,01:38:12 PM,01:43:38 PM,SWIGGY,NA,-,229.00,60.00,169.00,179.50,10.00,0.25,0.25,0,169.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,180.00,0,0,-,
Margao Navtara,24-25/T1-162624,-,202117556383819,2025-03-28,01:18:09 PM,01:38:03 PM,02:42:37 PM,SWIGGY,NA,-,576.00,99.99,476.01,486.51,10.00,0.25,0.25,0,476.00,0,0,0,0.00,0.49,0,0,0,0,0,0,0,487.00,0,0,-,
Margao Navtara,24-25/T1-162630,-,202118780842037,2025-03-28,01:37:17 PM,02:00:03 PM,02:42:43 PM,SWIGGY,NA,-,188.00,56.40,131.60,142.10,10.00,0.25,0.25,0,131.60,0,0,0,0.00,-0.10,0,0,0,0,0,0,0,142.00,0,0,-,
Margao Navtara,24-25/T1-162632,-,202119065803338,2025-03-28,01:41:16 PM,02:00:26 PM,02:43:37 PM,SWIGGY,NA,-,209.00,60.00,149.00,159.50,10.00,0.25,0.25,0,149.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,160.00,0,0,-,
Margao Navtara,24-25/T1-162635,-,202119803145543,2025-03-28,01:54:16 PM,02:06:59 PM,02:43:44 PM,SWIGGY,NA,-,198.00,0.00,198.00,208.50,10.00,0.25,0.25,0,198.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,209.00,0,0,-,
Margao Navtara,24-25/T1-162636,-,202119932812672,2025-03-28,01:56:16 PM,02:15:11 PM,02:43:51 PM,SWIGGY,NA,-,179.00,53.70,125.30,135.80,10.00,0.25,0.25,0,125.30,0,0,0,0.00,0.20,0,0,0,0,0,0,0,136.00,0,0,-,
Margao Navtara,24-25/T1-162646,-,202121451469565,2025-03-28,02:21:18 PM,02:34:01 PM,02:44:02 PM,SWIGGY,NA,-,258.00,59.99,198.00,208.50,10.00,0.25,0.25,0,198.01,0,0,0,0.00,0.50,0,0,0,0,0,0,0,209.00,0,0,-,
Margao Navtara,24-25/T1-162650,-,202122970774334,2025-03-28,02:46:17 PM,03:07:59 PM,03:46:36 PM,SWIGGY,NA,-,209.00,60.00,149.00,159.50,10.00,0.25,0.25,0,149.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,160.00,0,0,-,
Margao Navtara,24-25/T1-162654,-,202124806624724,2025-03-28,03:17:20 PM,03:34:53 PM,03:46:44 PM,SWIGGY,NA,-,129.00,0.00,129.00,139.50,10.00,0.25,0.25,0,129.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,140.00,0,0,-,
Margao Navtara,24-25/T1-162657,-,202126584496426,2025-03-28,03:47:21 PM,04:06:15 PM,04:26:05 PM,SWIGGY,NA,-,357.00,75.00,282.00,292.50,10.00,0.25,0.25,0,282.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,293.00,0,0,-,
Margao Navtara,24-25/T1-162659,-,202127539600977,2025-03-28,04:03:21 PM,04:19:44 PM,05:01:48 PM,SWIGGY,NA,-,235.00,59.99,175.00,188.75,10.00,0.25,0.25,0,175.01,1.62,1.62,0,0.00,0.25,0,0,0,0,0,0,0,189.00,0,0,-,
Margao Navtara,24-25/T1-162661,-,202128254329797,2025-03-28,04:14:21 PM,04:21:00 PM,05:01:54 PM,SWIGGY,NA,-,185.00,55.50,129.50,140.00,10.00,0.25,0.25,60.90,68.60,0,0,0,0.00,0.00,0,0,0,0,0,0,0,140.00,0,0,-,
Margao Navtara,24-25/T1-162662,-,202128274585943,2025-03-28,04:15:21 PM,04:36:33 PM,05:02:00 PM,SWIGGY,NA,-,238.00,59.99,178.00,188.50,10.00,0.25,0.25,0,178.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,189.00,0,0,-,
Margao Navtara,24-25/T1-162663,-,202128340604517,2025-03-28,04:16:21 PM,04:38:06 PM,05:02:05 PM,SWIGGY,NA,-,467.00,75.00,392.00,402.50,10.00,0.25,0.25,0,392.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,403.00,0,0,-,
Margao Navtara,24-25/T1-162672,-,202131205677093,2025-03-28,05:03:21 PM,05:17:03 PM,06:56:53 PM,SWIGGY,NA,-,238.00,60.00,178.00,188.50,10.00,0.25,0.25,0,178.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,189.00,0,0,-,
Margao Navtara,24-25/T1-162680,-,202133531848804,2025-03-28,05:42:23 PM,06:45:23 PM,06:56:59 PM,SWIGGY,NA,-,504.00,99.99,404.01,414.51,10.00,0.25,0.25,62.53,341.49,0,0,0,0.00,0.49,0,0,0,0,0,0,0,415.00,0,0,-,
Margao Navtara,24-25/T1-162683,-,202133942271164,2025-03-28,05:49:23 PM,06:25:00 PM,06:57:07 PM,SWIGGY,NA,-,109.00,0.00,109.00,119.50,10.00,0.25,0.25,0,109.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,120.00,0,0,-,
Margao Navtara,24-25/T1-162686,-,202134621053809,2025-03-28,06:01:23 PM,06:45:30 PM,06:57:14 PM,SWIGGY,NA,-,832.00,104.00,728.00,738.50,10.00,0.25,0.25,0,727.96,0,0,0,0.00,0.50,0,0,0,0,0,0,0,739.00,0,0,-,
Margao Navtara,24-25/T1-162689,-,202135133667753,2025-03-28,06:09:28 PM,06:26:41 PM,06:57:21 PM,SWIGGY,NA,-,228.00,59.99,168.00,178.50,10.00,0.25,0.25,95.06,72.95,0,0,0,0.00,0.50,0,0,0,0,0,0,0,179.00,0,0,-,
Margao Navtara,24-25/T1-162692,-,202136281956020,2025-03-28,06:28:28 PM,06:45:38 PM,07:30:37 PM,SWIGGY,NA,-,208.00,59.99,148.00,158.50,10.00,0.25,0.25,0,148.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,159.00,0,0,-,
Margao Navtara,24-25/T1-162693,-,202136533175740,2025-03-28,06:32:28 PM,06:54:09 PM,07:32:05 PM,SWIGGY,NA,-,464.00,99.99,364.01,374.51,10.00,0.25,0.25,0,364.01,0,0,0,0.00,0.49,0,0,0,0,0,0,0,375.00,0,0,-,
Margao Navtara,24-25/T1-162697,-,202138679579649,2025-03-28,07:08:30 PM,07:24:16 PM,08:13:49 PM,SWIGGY,NA,-,445.00,75.00,370.00,380.50,10.00,0.25,0.25,0,370.01,0,0,0,0.00,0.50,0,0,0,0,0,0,0,381.00,0,0,-,
Margao Navtara,24-25/T1-162702,-,202139945246870,2025-03-28,07:29:58 PM,07:43:34 PM,08:25:28 PM,SWIGGY,NA,-,309.00,75.00,234.00,244.50,10.00,0.25,0.25,0,234.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,245.00,0,0,-,
Margao Navtara,24-25/T1-162705,-,202140587804203,2025-03-28,07:39:58 PM,08:00:41 PM,08:25:33 PM,SWIGGY,NA,-,186.00,55.80,130.20,140.70,10.00,0.25,0.25,0,130.20,0,0,0,0.00,0.30,0,0,0,0,0,0,0,141.00,0,0,-,
Margao Navtara,24-25/T1-162706,-,202140829169522,2025-03-28,07:43:58 PM,07:53:46 PM,08:25:38 PM,SWIGGY,NA,-,217.00,71.61,145.39,155.89,10.00,0.25,0.25,59.63,85.76,0,0,0,0.00,0.11,0,0,0,0,0,0,0,156.00,0,0,-,
Margao Navtara,24-25/T1-162710,-,202141653593987,2025-03-28,07:57:59 PM,08:11:44 PM,09:20:53 PM,SWIGGY,NA,-,308.00,75.00,233.00,243.50,10.00,0.25,0.25,0,233.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,244.00,0,0,-,
Margao Navtara,24-25/T1-162712,-,202141798112119,2025-03-28,07:59:59 PM,08:13:27 PM,09:20:58 PM,SWIGGY,NA,-,268.00,78.00,190.00,200.50,10.00,0.25,0.25,0,190.01,0,0,0,0.00,0.50,0,0,0,0,0,0,0,201.00,0,0,-,
Margao Navtara,24-25/T1-162713,-,202142041601073,2025-03-28,08:04:19 PM,08:24:38 PM,09:25:17 PM,SWIGGY,NA,-,239.00,78.00,161.00,171.50,10.00,0.25,0.25,0,161.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,172.00,0,0,-,
Margao Navtara,24-25/T1-162714,-,202142238399751,2025-03-28,08:07:59 PM,08:24:33 PM,09:25:36 PM,SWIGGY,NA,-,259.00,78.00,181.00,191.50,10.00,0.25,0.25,0,0,0,0,181.00,0.00,0.50,0,0,0,0,0,0,0,192.00,0,0,-,
Margao Navtara,24-25/T1-162724,-,202144268493495,2025-03-28,08:40:59 PM,09:02:11 PM,09:39:30 PM,SWIGGY,NA,-,258.00,78.00,180.00,190.50,10.00,0.25,0.25,0,180.01,0,0,0,0.00,0.50,0,0,0,0,0,0,0,191.00,0,0,-,
Margao Navtara,24-25/T1-162725,-,202144450450063,2025-03-28,08:44:19 PM,09:02:16 PM,09:39:44 PM,SWIGGY,NA,-,289.00,60.00,229.00,239.50,10.00,0.25,0.25,0,229.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,240.00,0,0,-,
Margao Navtara,24-25/T1-162726,-,202144653999621,2025-03-28,08:48:00 PM,09:14:52 PM,09:40:02 PM,SWIGGY,NA,-,915.00,114.38,800.63,811.13,10.00,0.25,0.25,0,800.61,0,0,0,0.00,-0.13,0,0,0,0,0,0,0,811.00,0,0,-,
Margao Navtara,24-25/T1-162728,-,202144842672067,2025-03-28,08:51:00 PM,09:15:06 PM,09:45:06 PM,SWIGGY,NA,-,636.00,99.99,536.01,546.51,10.00,0.25,0.25,0,368.30,0,0,167.71,0.00,0.49,0,0,0,0,0,0,0,547.00,0,0,-,
Margao Navtara,24-25/T1-162729,-,202144846624243,2025-03-28,08:51:01 PM,09:01:48 PM,09:45:29 PM,SWIGGY,NA,-,239.00,78.00,161.00,171.50,10.00,0.25,0.25,0,161.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,172.00,0,0,-,
Margao Navtara,24-25/T1-162730,-,202144894056978,2025-03-28,08:52:00 PM,09:01:39 PM,09:45:38 PM,SWIGGY,NA,-,239.00,78.00,161.00,171.50,10.00,0.25,0.25,0,161.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,172.00,0,0,-,
